b'http://images0.chictopia.com/photos/RuxandraIoana/3434046598/zaful-dress_400.jpg',2017-10-02,b'RuxandraIoana',b'Chic;Brunch;fall;',b'More here:\xc2\xa0http://from-brussels-with-love.blogspot.be/2017/10/impossible-approach.html',b':zaful dress;'
b'http://images0.chictopia.com/photos/RuxandraIoana/4331386687/lookbook-store-dress_400.jpg',2017-09-30,b'RuxandraIoana',b'Chic;Dinner Date;fall;',b'More here:\xc2\xa0http://from-brussels-with-love.blogspot.be/2017/10/sunday-delight.html',b':Lookbook Store dress;'
b'http://images0.chictopia.com/photos/RuxandraIoana/9551146273/lookbook-store-dress_400.jpg',2017-09-30,b'RuxandraIoana',b'Chic;Brunch;fall;',b'More here:\xc2\xa0http://from-brussels-with-love.blogspot.be/2017/09/weekend-vibes.html',b':Lookbook Store dress;'
b'http://images0.chictopia.com/photos/LeFashionMonster/1659523521/burnt-orange-lulus-dress_400.jpg',2017-09-27,b'LeFashionMonster',b'Bohemian;Dinner Date;summer;',b'More images and outfit information on the blog :) www.lefashionmonster.com',b'burnt orange:lulus dress;'
b'http://images2.chictopia.com/photos/gvozd/7738949330/peserico-dress_400.jpg',2017-09-24,b'gvozd',b'Bohemian;Cocktail;fall;high profile escorts c...;call girls chennai;escort in chennai;',b'http://www.gvozdishe.com/2017/09/how-to-wear-nude-part-1.html',b':Peserico dress;'
b'http://images2.chictopia.com/photos/RuxandraIoana/6437251486/dresswe-dress_400.jpg',2017-09-24,b'RuxandraIoana',b'Elegant;Wedding;Summer;9167133535;high profile escorts c...;call girls chennai;',b'Check out more here:\xc2\xa0http://from-brussels-with-love.blogspot.be/2017/09/majestic.html',b':Dresswe dress;'
b'http://images2.chictopia.com/photos/themoptop/4482540224/forest-green-kimchi-blue-dress_400.jpg',2017-09-12,b'themoptop',b'Bohemian;Everyday;Summer;',"b""This dress is my absolute favorite floral dress yet! It's so soft and secure, plus the print is beautiful! It's going to be a staple for me this fall and right now! It can be paired easily with a jacket and a pair of boots. I would honestly get this dress in a every color if I could!""",b'forest green:Kimchi Blue dress;'
b'http://images2.chictopia.com/photos/Laura86/11388410054/light-yellow-chicwish-dress_400.jpg',2017-09-21,b'Laura86',b'Elegant;Everyday;fall;',b'Check out my blog for more details:\xc2\xa0https://livinginashoe.com/sweet-like-candy/',b'light yellow:Chicwish dress;'
b'http://images2.chictopia.com/photos/braNYaudreY/9511876408/white-oviesse-dress-zara-jeans-light-brown-mmprincipessa-bag_400.jpg',2017-09-12,b'braNYaudreY',b'Casual;Going Out With Friends;summer;stanlice accessories;',b'More pictures of this look you can find on my blog: http://branasdivineworld.com/ ',b'white:Oviesse dress;'
b'http://images0.chictopia.com/photos/Jen_A/7386583044/joseph-ribkoff-dress-3d-printed-pin-pinpills-accessories_400.jpg',2017-09-10,b'Jen_A',b'Chic;Fashion Show;Summer;',b'Double avocado + stripes + tropical vibes',b':Joseph Ribkoff dress;'
b'http://images2.chictopia.com/photos/RuxandraIoana/3659560092/chicwish-dress_400.jpg',2017-09-10,b'RuxandraIoana',b'Chic;Picnic;summer;',b'More here:\xc2\xa0http://from-brussels-with-love.blogspot.be/2017/09/two-steps-ahead.html',b':Chicwish dress;'
b'http://images2.chictopia.com/photos/Aphrodite/6828038696/black-alexander-wang-dress_400.jpg',2017-09-09,b'Aphrodite',b'Outdoor;Other;Summer;',b'And my current favourite cap. It\xe2\x80\x99s floral.',b'black:Alexander Wang dress;'
b'http://images0.chictopia.com/photos/Aphrodite/8503188592/yellow-dress_400.jpg',2017-09-09,b'Aphrodite',b'Natural;Other;Summer;',b'Silk.',b''
b'http://images2.chictopia.com/photos/RuxandraIoana/1601687920/3suisses-dress_400.jpg',2017-09-08,b'RuxandraIoana',b'Chic;Brunch;fall;',b'More here:\xc2\xa0http://from-brussels-with-love.blogspot.be/2017/09/dusk-till-dawn.html',b':3Suisses dress;'
b'http://images0.chictopia.com/photos/gvozd/11466063225/river-island-dress_400.jpg',2017-09-04,b'gvozd',b'Classic;Conference;summer;',b'http://www.gvozdishe.com/2017/08/dark-avenues.html',b':River Island dress;'
